transaction_id,payee_vpa,merchant_code,location,device,transaction_type,amount,timestamp,fraud_flag
TXN000064,ravi@upi,6025,Bhopal,iOS,normal,10864.65,2025-10-07 18:53:02,1
TXN000065,shyam@upi,6018,Nashik,iOS,high,2854.33,2025-10-01 11:53:02,1
TXN000066,suresh@upi,7299,Jodhpur,iOS,high,45750.01,2025-10-04 19:18:02,0
TXN000067,manoj@upi,6027,Delhi,Android,low,7244.68,2025-10-02 18:01:02,1
TXN000068,rohit@upi,6019,Bhopal,Android,low,12174.61,2025-09-25 13:13:02,1
TXN000069,gautam@upi,6028,Aurangabad,iOS,high,18404.88,2025-09-15 09:34:02,1
TXN000070,neha@upi,4112,Pune,Android,normal,21191.15,2025-10-07 21:57:02,1
TXN000071,kiran@upi,6012,Delhi,iOS,normal,17845.09,2025-10-05 03:10:02,1
TXN000072,raj@upi,6019,Kanpur,Android,normal,1038.57,2025-09-29 05:23:02,0
TXN000073,gautam@upi,6012,Bangalore,iOS,normal,33714.54,2025-10-07 16:27:02,1
TXN000074,sanjay@upi,6012,Nagpur,iOS,normal,10549.01,2025-09-25 16:37:02,0
TXN000075,priya@upi,7299,Vadodara,Android,high,6450.91,2025-09-30 23:03:02,1
TXN000076,vikas@upi,6026,Pune,iOS,normal,15314.56,2025-09-18 22:08:02,1
TXN000077,akshay@upi,5815,Madurai,Android,normal,7268.71,2025-09-13 23:53:02,1
TXN000078,komal@upi,5813,Kolkata,Android,normal,49368.29,2025-09-27 04:16:02,1
TXN000079,anita@upi,7299,Nagpur,Android,normal,45536.32,2025-09-19 11:40:02,0
TXN000080,priya@upi,7011,Indore,iOS,low,46367.14,2025-09-14 23:52:02,1
TXN000081,anurag@upi,4111,Meerut,iOS,high,15022.42,2025-09-13 04:23:02,1
TXN000082,neha@upi,6017,Thane,Android,low,3334.49,2025-09-21 10:37:02,1
TXN000083,deepak@upi,6023,Bangalore,Android,high,8137.12,2025-09-18 20:48:02,1
TXN000084,deepak@upi,5413,Agra,iOS,high,24171.85,2025-09-12 04:51:02,0
TXN000085,vinay@upi,6027,Lucknow,iOS,normal,18071.38,2025-09-17 13:41:02,1
TXN000086,pallavi@upi,6027,Patna,iOS,low,43097.65,2025-09-19 19:35:02,0
TXN000087,anil@upi,5411,Vadodara,Android,high,32670.4,2025-09-14 14:48:02,1
TXN000088,anil@upi,6026,Jaipur,Android,high,21538.71,2025-09-11 09:08:02,0
TXN000089,nidhi@upi,5411,Bangalore,Android,normal,36725.73,2025-09-29 02:16:02,0
TXN000090,pallavi@upi,5413,Thane,iOS,high,6942.87,2025-09-28 21:20:02,1
TXN000091,kajal@upi,6018,Meerut,iOS,low,36457.08,2025-10-02 18:15:02,0
TXN000092,sita@upi,6027,Jaipur,iOS,high,34285.68,2025-09-24 07:32:02,1
TXN000093,sachin@upi,5812,Vadodara,iOS,normal,20699.62,2025-10-05 23:07:02,0
TXN000094,kajal@upi,5412,Thane,Android,high,24676.95,2025-09-13 04:53:02,1
TXN000095,geeta@upi,4111,Pune,Android,high,20769.49,2025-09-28 19:43:02,1
TXN000096,raj@upi,5412,Bangalore,iOS,low,40617.99,2025-09-26 10:34:02,1
TXN000097,kajal@upi,6021,Vadodara,iOS,normal,3483.86,2025-09-29 01:09:02,1
TXN000098,siddharth@upi,6012,Madurai,Android,normal,27109.81,2025-09-24 06:41:02,1
TXN000099,kiran@upi,6011,Thane,iOS,low,32702.17,2025-09-30 19:18:02,1
TXN000100,manish@upi,6018,Ahmedabad,Android,low,31787.78,2025-09-16 16:30:02,1
TXN000101,shyam@upi,6027,Nagpur,iOS,low,49034.01,2025-09-20 05:23:02,0
TXN000102,geeta@upi,5411,Hyderabad,iOS,high,38342.79,2025-10-03 20:54:02,1
TXN000103,siddharth@upi,6025,Agra,Android,normal,27981.79,2025-09-25 06:07:02,1
TXN000104,kavita@upi,4112,Aurangabad,iOS,low,42720.75,2025-10-01 05:59:02,1
TXN000105,raj@upi,6012,Patna,iOS,normal,19003.62,2025-09-13 11:22:02,1
TXN000106,sachin@upi,6013,Kanpur,iOS,high,18346.13,2025-09-16 11:41:02,0
TXN000107,poornima@upi,5412,Raipur,iOS,low,6291.21,2025-09-29 07:31:02,1
TXN000108,neeraj@upi,5413,Aurangabad,iOS,low,16197.06,2025-09-25 03:48:02,1
TXN000109,ramesh@upi,5814,Lucknow,iOS,normal,19801.14,2025-09-24 14:05:02,0
TXN000110,shreya@upi,4112,Kochi,Android,normal,5256.01,2025-10-07 21:42:02,1
TXN000111,rohan@upi,6023,Kanpur,Android,normal,40487.43,2025-09-22 10:57:02,1
TXN000112,nisha@upi,5816,Lucknow,Android,low,41665.76,2025-09-26 15:35:02,1
TXN000113,kiran@upi,6016,Kolkata,iOS,normal,26553.02,2025-10-07 14:52:02,0
TXN000114,suman@upi,5814,Hyderabad,Android,low,27209.48,2025-09-08 05:32:02,1
TXN000115,neha@upi,6022,Nagpur,iOS,normal,24616.93,2025-10-03 07:03:02,0
TXN000116,priya@upi,7299,Nashik,Android,low,927.02,2025-09-22 17:45:02,1
TXN000117,rahul@upi,4112,Kanpur,iOS,high,30714.04,2025-09-15 22:11:02,1
TXN000118,naveen@upi,4112,Bangalore,Android,low,43058.48,2025-10-05 03:27:02,0
TXN000119,akshay@upi,6027,Bangalore,iOS,low,23007.25,2025-10-01 23:27:02,1
TXN000120,arvind@upi,5815,Indore,Android,low,4528.84,2025-10-02 08:47:02,0
TXN000121,nidhi@upi,6021,Aurangabad,Android,normal,21773.43,2025-09-30 05:21:02,1
TXN000122,vijay@upi,6025,Hyderabad,iOS,high,23126.55,2025-09-27 16:14:02,1
TXN000123,gautam@upi,6021,Meerut,Android,normal,44829.62,2025-09-11 07:50:02,1
TXN000124,suman@upi,6021,Kolkata,Android,normal,31525.04,2025-09-23 22:19:02,1
TXN000125,sita@upi,6023,Madurai,iOS,low,19832.59,2025-09-29 03:33:02,0
TXN000126,sita@upi,6018,Kolkata,Android,high,5902.5,2025-10-03 04:37:02,0
TXN000127,shreya@upi,7299,Surat,iOS,normal,6629.36,2025-09-15 22:36:02,1
TXN000128,neha@upi,5413,Agra,iOS,low,3634.98,2025-09-23 12:20:02,0
TXN000129,kavita@upi,6015,Lucknow,iOS,high,11032.93,2025-10-06 14:05:02,0
TXN000130,suresh@upi,6014,Indore,iOS,high,49071.37,2025-09-21 04:59:02,1
TXN000131,rohit@upi,5815,Jodhpur,iOS,normal,22706.87,2025-09-12 02:58:02,1
TXN000132,sanjay@upi,5413,Surat,Android,low,18345.39,2025-09-21 18:07:02,0
TXN000133,neha@upi,6015,Vadodara,Android,high,14621.68,2025-09-20 03:07:02,0
TXN000134,anurag@upi,5611,Aurangabad,Android,normal,16885.72,2025-09-28 14:09:02,0
TXN000135,arvind@upi,6013,Coimbatore,iOS,low,38598.77,2025-09-27 12:57:02,1
TXN000136,isha@upi,6016,Hyderabad,iOS,normal,45336.41,2025-09-15 21:08:02,1
TXN000137,siddharth@upi,6026,Hyderabad,Android,normal,18984.04,2025-09-09 06:45:02,0
TXN000138,nidhi@upi,6022,Raipur,Android,high,12601.47,2025-09-28 09:56:02,1
TXN000139,ramesh@upi,5815,Delhi,Android,high,25872.84,2025-10-08 11:54:02,1
TXN000140,gautam@upi,6027,Coimbatore,iOS,low,1442.91,2025-09-23 19:52:02,1
TXN000141,arun@upi,6021,Madurai,Android,low,3095.87,2025-10-02 04:20:02,0
TXN000142,suman@upi,6025,Agra,Android,high,38554.5,2025-09-22 08:24:02,0
TXN000143,rahul@upi,6028,Indore,Android,high,25805.93,2025-09-10 18:20:02,0
TXN000144,deepak@upi,6015,Indore,iOS,low,31066.99,2025-10-07 19:11:02,0
TXN000145,pooja@upi,5413,Delhi,Android,normal,30225.7,2025-09-18 18:57:02,0
TXN000146,anil@upi,5813,Lucknow,iOS,low,31903.77,2025-09-24 02:29:02,1
TXN000147,nisha@upi,6025,Surat,Android,normal,4180.87,2025-10-06 12:32:02,0
TXN000148,deepak@upi,5611,Bhopal,Android,low,48639.67,2025-09-27 23:50:02,1
TXN000149,pradeep@upi,6028,Coimbatore,iOS,normal,31972.25,2025-10-02 23:55:02,0
TXN000150,gautam@upi,7011,Gwalior,iOS,low,30068.09,2025-09-22 12:30:02,0
TXN000151,priya@upi,5413,Kolkata,iOS,high,16348.94,2025-09-18 11:06:02,1
TXN000152,neha@upi,6018,Patna,iOS,high,4017.04,2025-10-05 21:30:02,1
TXN000153,suresh@upi,6027,Pune,iOS,low,19313.96,2025-09-24 05:28:02,0
TXN000154,anil@upi,4111,Bhopal,iOS,normal,429.35,2025-09-18 08:16:02,0
TXN000155,suman@upi,5814,Indore,Android,normal,17982.57,2025-09-12 02:21:02,1
TXN000156,manoj@upi,5411,Kanpur,Android,low,6163.69,2025-09-10 03:54:02,0
TXN000157,poornima@upi,5413,Aurangabad,iOS,normal,27774.68,2025-10-06 22:39:02,1
TXN000158,isha@upi,6022,Gwalior,Android,normal,30851.7,2025-09-09 09:52:02,1
TXN000159,neha@upi,5815,Patna,Android,high,17641.58,2025-09-27 14:34:02,0
TXN000160,rohit@upi,7011,Coimbatore,Android,low,20356.24,2025-09-19 06:13:02,0
TXN000161,anil@upi,5611,Delhi,iOS,high,28237.75,2025-09-24 13:32:02,1
TXN000162,poornima@upi,6017,Bangalore,iOS,high,26489.64,2025-09-18 22:18:02,1
TXN000163,priya@upi,6027,Aurangabad,Android,normal,34476.12,2025-10-07 04:12:02,0
TXN000164,isha@upi,6014,Kanpur,iOS,high,34868.3,2025-09-20 11:51:02,1
TXN000165,kiran@upi,5411,Patna,Android,low,307.41,2025-09-26 13:02:02,1
TXN000166,kiran@upi,6011,Hyderabad,Android,high,38993.21,2025-09-15 04:57:02,0
TXN000167,gautam@upi,4111,Kolkata,Android,low,48755.92,2025-10-02 19:30:02,1
TXN000168,shreya@upi,4111,Jaipur,iOS,normal,34731.51,2025-09-17 10:36:02,1
TXN000169,priya@upi,7011,Mumbai,iOS,normal,19775.75,2025-10-05 06:10:02,0
TXN000170,sachin@upi,5813,Hyderabad,Android,normal,15668.01,2025-09-30 19:11:02,1
TXN000171,sanjana@upi,6022,Meerut,iOS,high,22561.91,2025-10-03 23:06:02,0
TXN000172,anurag@upi,5813,Kochi,iOS,low,14029.64,2025-09-30 01:51:02,0
TXN000173,shreya@upi,6025,Surat,iOS,low,29439.29,2025-09-20 14:51:02,1
TXN000174,akshay@upi,6014,Vadodara,iOS,low,29012.63,2025-09-28 22:49:02,1
TXN000175,vijay@upi,6014,Nagpur,Android,low,48697.72,2025-10-05 21:17:02,1
TXN000176,manish@upi,6018,Coimbatore,iOS,low,25719.02,2025-09-08 00:17:02,0
TXN000177,shyam@upi,6028,Lucknow,iOS,high,4143.09,2025-09-23 23:30:02,1
TXN000178,vinay@upi,5412,Surat,Android,normal,14990.82,2025-09-11 00:42:02,0
TXN000179,amit@upi,5814,Chennai,Android,high,7727.02,2025-09-08 11:23:02,1
TXN000180,tina@upi,6024,Coimbatore,iOS,high,2710.41,2025-09-12 09:24:02,0
TXN000181,isha@upi,6017,Raipur,iOS,normal,3577.8,2025-10-08 01:00:02,1
TXN000182,deepak@upi,5815,Vadodara,Android,low,13551.42,2025-10-04 02:12:02,1
TXN000183,shyam@upi,6020,Mumbai,iOS,low,18227.99,2025-10-07 20:16:02,1
TXN000184,siddharth@upi,6011,Meerut,Android,normal,6471.09,2025-09-17 00:37:02,1
TXN000185,sachin@upi,6013,Vadodara,Android,high,4888.8,2025-09-30 00:29:02,1
TXN000186,sanjana@upi,6023,Delhi,iOS,normal,29896.21,2025-10-02 16:35:02,1
TXN000187,shyam@upi,5411,Pune,Android,high,7998.88,2025-09-08 14:49:02,0
TXN000188,suman@upi,6019,Patna,iOS,high,31154.42,2025-09-10 03:37:02,1
TXN000189,neha@upi,5814,Mumbai,Android,high,6150.95,2025-09-10 19:19:02,1
TXN000190,pallavi@upi,6025,Chennai,Android,low,38104.86,2025-09-30 10:29:02,0
TXN000191,vijay@upi,5812,Pune,iOS,high,48577.49,2025-09-07 19:37:02,1
TXN000192,sachin@upi,6014,Surat,Android,normal,6199.11,2025-09-30 09:43:02,0
TXN000193,neha@upi,6020,Surat,Android,high,27497.23,2025-09-09 08:13:02,1
TXN000194,amit@upi,5413,Nashik,iOS,high,10767.93,2025-09-16 21:40:02,1
TXN000195,rohit@upi,6021,Vijayawada,iOS,normal,42907.98,2025-09-12 02:51:02,0
TXN000196,kiran@upi,6015,Vadodara,Android,normal,33962.86,2025-10-03 15:06:02,1
TXN000197,ramesh@upi,5815,Agra,iOS,high,18714.36,2025-09-24 22:50:02,1
TXN000198,suman@upi,5413,Lucknow,Android,normal,41554.16,2025-09-22 01:58:02,1
TXN000199,shreya@upi,5815,Delhi,iOS,normal,46959.18,2025-09-21 07:47:02,1
TXN000200,pradeep@upi,6016,Bhopal,Android,high,11146.83,2025-10-07 04:10:02,0
TXN000201,anurag@upi,4112,Nashik,iOS,low,20425.05,2025-09-19 17:00:02,0
TXN000202,sita@upi,6017,Chennai,Android,normal,40982.18,2025-09-13 18:30:02,1
TXN000203,vijay@upi,6019,Visakhapatnam,Android,normal,9002.41,2025-09-30 02:32:02,0
TXN000204,sanjay@upi,4112,Thane,iOS,high,37635.78,2025-09-13 18:24:02,0
TXN000205,arun@upi,6024,Kanpur,iOS,low,37472.37,2025-09-17 02:29:02,0
TXN000206,rohan@upi,6027,Coimbatore,Android,high,13265.34,2025-09-15 08:47:02,0
TXN000207,vinay@upi,5412,Surat,Android,low,45533.95,2025-09-22 13:47:02,1
TXN000208,siddharth@upi,6022,Jodhpur,iOS,low,31092.21,2025-09-19 17:35:02,0
TXN000209,shyam@upi,6018,Madurai,iOS,high,48901.99,2025-09-29 14:47:02,0
TXN000210,neha@upi,5812,Jodhpur,Android,high,45457.62,2025-09-21 18:04:02,1
TXN000211,vikas@upi,5411,Chennai,iOS,normal,48606.0,2025-09-25 14:57:02,0
TXN000212,neha@upi,6018,Nashik,iOS,high,25559.02,2025-09-23 15:38:02,1
TXN000213,pooja@upi,5812,Lucknow,Android,low,7231.68,2025-09-28 08:30:02,1
TXN000214,vinay@upi,4111,Gwalior,Android,high,10912.07,2025-09-13 13:00:02,0
TXN000215,ramesh@upi,6025,Ahmedabad,iOS,high,11639.65,2025-09-13 13:12:02,1
TXN000216,neeraj@upi,6028,Nashik,iOS,normal,41203.61,2025-09-12 21:53:02,0
TXN000217,pooja@upi,5813,Bhopal,iOS,normal,38157.13,2025-10-04 10:38:02,0
TXN000218,nisha@upi,6021,Mumbai,Android,low,27127.54,2025-09-22 10:38:02,1
TXN000219,priya@upi,5412,Pune,iOS,low,34353.5,2025-09-11 23:36:02,1
TXN000220,sanjay@upi,6012,Jaipur,iOS,high,30672.54,2025-09-23 01:24:02,1
TXN000221,rohit@upi,6026,Kolkata,iOS,low,1214.71,2025-10-01 22:02:02,1
TXN000222,kiran@upi,6019,Jaipur,Android,low,48779.16,2025-09-22 11:19:02,1
TXN000223,amit@upi,6026,Nagpur,iOS,high,28333.39,2025-10-05 15:02:02,0
TXN000224,poornima@upi,5611,Kolkata,Android,low,2750.56,2025-09-20 18:39:02,1
TXN000225,nidhi@upi,6024,Bangalore,Android,high,31359.38,2025-09-16 07:35:02,0
TXN000226,vikas@upi,6027,Visakhapatnam,iOS,normal,37248.12,2025-10-01 23:08:02,0
TXN000227,neha@upi,6012,Mumbai,iOS,normal,47558.31,2025-10-02 21:38:02,0
TXN000228,anita@upi,6020,Jodhpur,iOS,low,3332.74,2025-09-21 06:56:02,0
TXN000229,isha@upi,6011,Coimbatore,iOS,high,19524.33,2025-10-08 02:00:02,0
TXN000230,manish@upi,5813,Delhi,iOS,low,10095.47,2025-09-17 11:00:02,0
TXN000231,priya@upi,7011,Chennai,Android,high,20608.42,2025-10-03 07:34:02,1
TXN000232,suresh@upi,5815,Gwalior,Android,low,3256.57,2025-09-09 02:52:02,0
TXN000233,kajal@upi,7011,Coimbatore,iOS,high,31564.0,2025-09-11 19:55:02,1
TXN000234,nidhi@upi,6024,Mumbai,iOS,high,12763.98,2025-09-10 00:50:02,1
TXN000235,neha@upi,5412,Jodhpur,iOS,low,24887.03,2025-09-10 18:10:02,1
TXN000236,poornima@upi,5413,Patna,Android,normal,6567.52,2025-10-07 09:52:02,0
TXN000237,neha@upi,6023,Lucknow,iOS,low,15290.17,2025-09-15 10:39:02,0
TXN000238,nidhi@upi,5814,Thane,Android,low,22609.52,2025-09-15 11:42:02,0
TXN000239,siddharth@upi,4112,Meerut,iOS,high,9633.3,2025-10-07 12:01:02,1
TXN000240,pradeep@upi,5411,Thane,iOS,high,41774.08,2025-09-18 22:42:02,0
TXN000241,ravi@upi,6027,Agra,iOS,normal,35240.06,2025-09-25 15:32:02,1
TXN000242,tina@upi,5413,Delhi,Android,high,27130.07,2025-09-18 17:52:02,0
TXN000243,siddharth@upi,6023,Coimbatore,iOS,normal,24743.02,2025-09-25 23:42:02,1
TXN000244,neha@upi,6025,Raipur,Android,high,43986.05,2025-09-30 17:48:02,1
TXN000245,suman@upi,6012,Surat,Android,high,41375.24,2025-09-08 20:22:02,1
TXN000246,priya@upi,6022,Ahmedabad,iOS,normal,47015.28,2025-10-03 01:06:02,0
TXN000247,isha@upi,6014,Aurangabad,iOS,normal,32880.76,2025-09-17 16:09:02,0
TXN000248,arvind@upi,6020,Jodhpur,Android,high,21719.84,2025-09-29 05:58:02,1
TXN000249,rohit@upi,6024,Agra,iOS,normal,31662.72,2025-09-21 14:10:02,1
TXN000250,rohit@upi,6017,Vijayawada,iOS,high,1136.5,2025-09-28 16:59:02,1
TXN000251,neeraj@upi,7299,Vadodara,iOS,high,9857.61,2025-10-03 05:22:02,0
TXN000252,sanjay@upi,6020,Hyderabad,Android,low,790.18,2025-09-13 01:45:02,0
TXN000253,rohan@upi,6015,Kanpur,iOS,normal,3850.47,2025-09-15 23:26:02,0
TXN000254,anita@upi,6026,Nagpur,Android,low,48683.46,2025-10-05 19:11:02,1
TXN000255,rahul@upi,6015,Delhi,iOS,normal,23080.98,2025-09-27 12:41:02,1
TXN000256,suman@upi,6014,Jaipur,Android,low,23968.26,2025-09-11 12:26:02,1
TXN000257,siddharth@upi,6013,Lucknow,iOS,low,30910.19,2025-09-19 06:09:02,0
TXN000258,manoj@upi,6015,Pune,iOS,low,18386.05,2025-09-20 15:25:02,0
TXN000259,rohan@upi,6021,Bhopal,iOS,normal,5133.68,2025-09-17 20:27:02,0
TXN000260,neha@upi,6020,Visakhapatnam,iOS,low,42455.91,2025-09-08 09:05:02,1
TXN000261,priya@upi,6015,Indore,iOS,high,42311.22,2025-09-29 07:49:02,1
TXN000262,priya@upi,6016,Gwalior,Android,low,6158.85,2025-10-06 14:22:02,0
TXN000263,geeta@upi,6023,Gwalior,Android,high,6887.1,2025-09-10 14:02:02,0
TXN000264,neha@upi,5815,Kochi,iOS,high,21312.44,2025-09-30 02:48:02,0
TXN000265,deepak@upi,6017,Surat,iOS,high,14240.0,2025-10-03 09:17:02,0
TXN000266,isha@upi,5812,Thane,Android,high,40510.31,2025-09-23 23:38:02,1
TXN000267,sanjay@upi,6026,Nashik,iOS,low,14375.51,2025-10-07 08:56:02,1
TXN000268,ramesh@upi,5816,Jodhpur,Android,normal,2157.19,2025-09-07 23:13:02,0
TXN000269,kavita@upi,6020,Jaipur,Android,high,9130.23,2025-10-03 08:17:02,1
TXN000270,deepak@upi,5812,Hyderabad,Android,low,17510.03,2025-09-18 14:31:02,0
TXN000271,neha@upi,6014,Meerut,iOS,normal,17176.79,2025-09-15 19:59:02,0
TXN000272,pooja@upi,5813,Vadodara,iOS,low,32780.02,2025-09-27 06:58:02,0
TXN000273,anil@upi,5812,Jaipur,Android,low,20351.78,2025-09-13 21:27:02,0
TXN000274,isha@upi,6021,Ahmedabad,iOS,normal,45318.15,2025-09-09 03:07:02,1
TXN000275,pallavi@upi,4111,Aurangabad,iOS,normal,23432.44,2025-09-13 20:00:02,0
TXN000276,rohit@upi,6026,Thane,Android,low,29969.03,2025-09-19 12:32:02,1
TXN000277,deepak@upi,4112,Kolkata,iOS,high,12966.04,2025-09-13 16:24:02,1
TXN000278,rohit@upi,6019,Hyderabad,Android,low,37926.68,2025-09-08 05:25:02,0
TXN000279,anita@upi,6022,Vadodara,iOS,normal,5182.55,2025-09-17 16:34:02,1
TXN000280,isha@upi,4112,Aurangabad,Android,normal,21517.07,2025-09-08 10:41:02,0
TXN000281,isha@upi,6022,Mumbai,iOS,high,30377.73,2025-09-17 02:12:02,0
TXN000282,poornima@upi,6014,Pune,iOS,high,31528.2,2025-09-12 21:36:02,0
TXN000283,priya@upi,6015,Pune,iOS,high,13281.65,2025-09-08 21:24:02,1
TXN000284,anurag@upi,6017,Lucknow,iOS,normal,36315.81,2025-09-25 20:24:02,1
TXN000285,rohit@upi,6025,Bhopal,iOS,low,47062.44,2025-09-19 22:05:02,1
TXN000286,gautam@upi,6025,Gwalior,iOS,low,36230.22,2025-09-23 11:59:02,1
TXN000287,rohit@upi,6015,Coimbatore,iOS,normal,22915.41,2025-09-09 01:02:02,0
TXN000288,priya@upi,7011,Ahmedabad,iOS,normal,49680.35,2025-09-11 16:46:02,0
TXN000289,raj@upi,5411,Lucknow,iOS,high,45401.79,2025-09-22 07:07:02,1
TXN000290,manish@upi,5411,Mumbai,iOS,normal,26458.16,2025-09-30 16:28:02,1
TXN000291,ravi@upi,5413,Pune,Android,low,29458.84,2025-10-04 11:12:02,0
TXN000292,tina@upi,6021,Chennai,Android,high,36269.31,2025-09-23 20:57:02,0
TXN000293,komal@upi,6025,Chennai,Android,low,26949.37,2025-09-10 08:42:02,1
TXN000294,arun@upi,6015,Bhopal,Android,high,46914.92,2025-10-02 17:13:02,1
